artifact_group	relative_path	reference_sha256	reproduced_sha256	byte_equal	semantic_status	notes
scientific_or_presentation_output	revision_structure_policy_v1_20260729/structure_policy_summary.tsv	99a57f698eb2241fd65d0ae700a578b09dceafa42157c0be3a70b190adf9e5f3	99a57f698eb2241fd65d0ae700a578b09dceafa42157c0be3a70b190adf9e5f3	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_tie_aware_v1_20260729/outputs/double_cold_query_hit_upper_bounds.tsv	5bb80587cf8e61b22613139e0c1b1c1c7473ace80457fe05e5bb8784df8a442d	5bb80587cf8e61b22613139e0c1b1c1c7473ace80457fe05e5bb8784df8a442d	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_tie_aware_v1_20260729/outputs/three_mer_operability.tsv	bfbd3d1b25e60888ea9f378b6aa046ab97455288608f2c87d8f715f14993cb93	bfbd3d1b25e60888ea9f378b6aa046ab97455288608f2c87d8f715f14993cb93	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_tie_aware_v1_20260729/outputs/tie_aware_metrics.tsv	b6c41e5a308a79307b3c0862d9b8feccd991164a77617de550549c0bd406874e	b6c41e5a308a79307b3c0862d9b8feccd991164a77617de550549c0bd406874e	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_tie_aware_v1_20260729/outputs/uncertainty_estimands.tsv	5534b2d9f21f343e5cd93e59ef39f274632483c40e958e82e09905e5562ba3e0	5534b2d9f21f343e5cd93e59ef39f274632483c40e958e82e09905e5562ba3e0	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_unresolved_bounds_v1_20260729/outputs/cohort_comparability.tsv	bd8540c1e6dd79e4cedd6f0f637684417653d0e941336bbccabe1c2a2f9c8491	bd8540c1e6dd79e4cedd6f0f637684417653d0e941336bbccabe1c2a2f9c8491	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_unresolved_bounds_v1_20260729/outputs/comparability_differences.tsv	7536d0edab5dc2fd582218f960b4dee2dc412d7ae60d2638a042bdd3c88f415d	7536d0edab5dc2fd582218f960b4dee2dc412d7ae60d2638a042bdd3c88f415d	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_unresolved_bounds_v1_20260729/outputs/endpoint_cardinality_bounds.tsv	f873f3da03fc24115c80859377c7deaa04d038779b8fe4d6858800af7e23d560	f873f3da03fc24115c80859377c7deaa04d038779b8fe4d6858800af7e23d560	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_unresolved_bounds_v1_20260729/outputs/mapping_failure_strata.tsv	8b10d3d32c48b58ae72e0926a64ad3f68c4c08611f7c5dbfdb74a3c8ff6e331f	8b10d3d32c48b58ae72e0926a64ad3f68c4c08611f7c5dbfdb74a3c8ff6e331f	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_unresolved_bounds_v1_20260729/outputs/non_identifiable_estimands.tsv	6ec61e88c3c472b4e52dc4a448dc1e4079a757107c6ea3bf2a192a7b6d4d7db3	6ec61e88c3c472b4e52dc4a448dc1e4079a757107c6ea3bf2a192a7b6d4d7db3	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_unresolved_bounds_v1_20260729/outputs/relation_level_top50_bounds.tsv	1c5b818491942108b060e43cc9df1626e4e644c445cffe7009aacbf52ce6272e	1c5b818491942108b060e43cc9df1626e4e644c445cffe7009aacbf52ce6272e	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_weight_policy_v1_20260729/outputs/aggregate_metrics.tsv	6037df6e497fc3aa5523a8a706d53897ce290ddfb615fe012383d45ad5bcdc50	6037df6e497fc3aa5523a8a706d53897ce290ddfb615fe012383d45ad5bcdc50	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_weight_policy_v1_20260729/outputs/complete_rank_top50_changes_vs_0_7.tsv	44cc7163dd54ca781591787416911320101e61ea8c01ee655d5d0dcef4b7bb92	44cc7163dd54ca781591787416911320101e61ea8c01ee655d5d0dcef4b7bb92	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_weight_policy_v1_20260729/outputs/metric_deltas_vs_0_7.tsv	7f14e5ceb40cd23a8fa29c3b012cedf4110a43f3ee965c86838912603b64474b	7f14e5ceb40cd23a8fa29c3b012cedf4110a43f3ee965c86838912603b64474b	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_weight_policy_v1_20260729/outputs/scope_cardinality_invariance.tsv	3494841a7df7039f9dce5f3fae418cf91dcc5397ed7c53af8cc4a0f89b02a07e	3494841a7df7039f9dce5f3fae418cf91dcc5397ed7c53af8cc4a0f89b02a07e	true	BYTE_IDENTICAL	Exact SHA-256 match.
scientific_or_presentation_output	revision_weight_policy_v1_20260729/outputs/weight_variants.tsv	2f8b13791d7e3a327b0675485b2bd10939b88e373e8e2eeb892219aa4f35a184	2f8b13791d7e3a327b0675485b2bd10939b88e373e8e2eeb892219aa4f35a184	true	BYTE_IDENTICAL	Exact SHA-256 match.
